"RADICADO,""FECHA 1"",""HORA"",""DÍA DE LA SEMANA"",""CLASE"",""DIRECCIÓN"",""GRAVEDAD"",""BARRIO"",""DISEÑO"""
"15.008,""2019-04-22"",""4:10:00"",""LUNES"",""CHOQUE"",""VIA LA MANSA PRIMAVERA KM 93+800"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.009,""2019-04-23"",""6:10:00"",""MARTES"",""VOLCAMIENTO"",""KM 93+700"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.010,""2019-04-26"",""5:00:00"",""VIERNES"",""CHOQUE"",""VEREDA LA QUIEBRA"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.011,""2019-04-28"",""5:00:00"",""DOMINGO"",""CHOQUE"",""CARRERA 54 CON 130 SUR"",""DAÑOS"",""PARQUE LA LOCERIA"",""INTERSECCION"""
"15.012,""2019-04-27"",""8:35:00"",""SABADO"",""CHOQUE"",""calle 128 sur carrera 50"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"15.013,""2019-04-26"",""11:00:00"",""VIERNES"",""CAIDA OCUPANTE"",""via angelopolis"",""HERIDOS"",""LA VALERIA"",""TRAMO DE VIA"""
"15.014,""2019-05-01"",""2:20:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 CALLE 114 SUR"",""HERIDOS"",""LA YUNKE"",""TRAMO DE VIA"""
"15.015,""2019-04-29"",""12:40:00"",""LUNES"",""CHOQUE"",""PINTADA MEDELLIN KM 58 + 900"",""MUERTOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.016,""2019-04-29"",""7:10:00"",""LUNES"",""CHOQUE"",""CL 130 SUR # 55 224"",""DAÑOS"",""LA CHUSCALA"",""TRAMO DE VIA"""
"15.017,""2019-05-01"",""8:10:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 calle 135 sur"",""HERIDOS"",""CRISTO REY"",""INTERSECCION"""
"15.018,""2019-04-30"",""8:00:00"",""MARTES"",""CHOQUE"",""DIAGONAL 53 CON 128"",""HERIDOS"",""LA DOCENA"",""TRAMO DE VIA"""
"15.019,""2019-05-02"",""8:55:00"",""JUEVES"",""VOLCAMIENTO"",""km 86+230"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.020,""2019-05-02"",""4:40:00"",""JUEVES"",""CHOQUE"",""KM 88+700"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.021,""2019-05-03"",""7:15:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 CALLE 135 SUR"",""HERIDOS"",""CRISTO REY"",""INTERSECCION"""
"15.022,""2019-05-03"",""11:10:00"",""VIERNES"",""CHOQUE"",""CALDAS ANGELOPOLIS KM 3"",""HERIDOS"",""EL RAIZAL"",""TRAMO DE VIA"""
"15.023,""2019-05-05"",""9:50:00"",""DOMINGO"",""VOLCAMIENTO"",""CALLE 140 SUR carrera 51"",""HERIDOS"",""MANDALAY"",""INTERSECCION"""
"15.024,""2019-05-05"",""4:30:00"",""DOMINGO"",""CHOQUE"",""CARRERA 52 CON 112 SUR"",""DAÑOS"",""POMBAL"",""INTERSECCION"""
"15.025,""2019-05-06"",""2:20:00"",""LUNES"",""VOLCAMIENTO"",""la mansa primavera km94+500"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"15.026,""2019-05-06"",""12:10:00"",""LUNES"",""CHOQUE"",""CARRERA 52 CON 131 SUR"",""HERIDOS"",""EL SOCORRO"",""INTERSECCION"""
"15.027,""2019-05-07"",""9:00:00"",""MARTES"",""CHOQUE"",""CR 50 CL 142 SUR"",""DAÑOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"15.028,""2019-05-07"",""7:30:00"",""MARTES"",""CHOQUE"",""via sinifana, al to de la tolva"",""DAÑOS"",""SINIFANA"",""INTERSECCION"""
"15.029,""2019-05-07"",""9:00:00"",""MARTES"",""CHOQUE"",""carrera 48 calle 128 sur"",""DAÑOS"",""OLAYA HERRERA"",""INTERSECCION"""
"15.030,""2019-05-06"",""1:10:00"",""LUNES"",""VOLCAMIENTO"",""medellin pintada km 45 + 510"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.032,""2019-05-06"",""8:12:00"",""LUNES"",""CHOQUE"",""via pintada medellin km 57+000"",""DAÑOS"",""LA MIEL"",""INTERSECCION"""
"15.033,""2019-05-07"",""6:00:00"",""MARTES"",""CHOQUE"",""KM 58 + 900 VIA PINTADA MEDELLIN"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.034,""2019-05-09"",""8:10:00"",""JUEVES"",""CHOQUE"",""via pintada medellin km 54+000"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.035,""2019-05-08"",""11:20:00"",""MIERCOLES"",""CHOQUE"",""KM 56+400"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.036,""2019-05-10"",""5:15:00"",""VIERNES"",""CHOQUE"",""carrera 50 calle 140 sur"",""HERIDOS"",""MANDALAY"",""INTERSECCION"""
"15.037,""2019-05-11"",""8:50:00"",""SABADO"",""CHOQUE"",""CARRERA 48 CON CALLE 134 SUR"",""DAÑOS"",""LA PLAYITA"",""INTERSECCION"""
"15.038,""2019-05-12"",""2:50:00"",""DOMINGO"",""ATROPELLO"",""CARRERA 49 CALLE 131 SUR"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"15.039,""2019-05-11"",""8:30:00"",""SABADO"",""CHOQUE"",""CARRERA 50 CALLE 123 SUR"",""HERIDOS"",""LAS MARGARITAS"",""INTERSECCION"""
"15.040,""2019-05-11"",""8:40:00"",""SABADO"",""ATROPELLO"",""CALLE 126 SUR # 42 A FRENTE A 100"",""HERIDOS"",""ANDA LUCIA"",""TRAMO DE VIA"""
"15.041,""2019-05-13"",""8:10:00"",""LUNES"",""ATROPELLO"",""CARRERA 50 CON 143 SUR"",""HERIDOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"15.042,""2019-05-13"",""4:20:00"",""LUNES"",""CHOQUE"",""carrera 49 calle 134"",""DAÑOS"",""LA PLAYITA"",""INTERSECCION"""
"15.044,""2019-05-10"",""3:30:00"",""VIERNES"",""CHOQUE"",""km55+500 pintada medellin"",""DAÑOS"",""LA MIEL"",""TRAMO DE VIA"""
"15.045,""2019-05-11"",""1:50:00"",""SABADO"",""CHOQUE"",""km58+900"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.046,""2019-05-11"",""6:50:00"",""SABADO"",""VOLCAMIENTO"",""via pintada medellin km 45+520"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.047,""2019-05-14"",""4:40:00"",""MARTES"",""CHOQUE"",""km 56+500"",""DAÑOS"",""LA MIEL"",""TRAMO DE VIA"""
"15.048,""2019-05-15"",""7:30:00"",""MIERCOLES"",""CAIDA OCUPANTE"",""VEREDA LA QUIEBRA"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"15.049,""2019-05-19"",""9:45:00"",""DOMINGO"",""ATROPELLO"",""CARRERA 50 CON 141 SUR"",""HERIDOS"",""MANDALAY"",""TRAMO DE VIA"""
"15.050,""2019-05-19"",""2:40:00"",""DOMINGO"",""CHOQUE"",""carrera 51 con 124 sur"",""DAÑOS"",""LAS MARGARITAS"",""INTERSECCION"""
"15.051,""2019-05-19"",""8:20:00"",""DOMINGO"",""ATROPELLO"",""carrera 51 con calle 128 sur"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"15.052,""2019-05-18"",""10:20:00"",""SABADO"",""CHOQUE"",""CARRERA 50 CON CALLE 127 SUR"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"15.053,""2019-05-20"",""1:20:00"",""LUNES"",""CHOQUE"",""CARRERA 49 CALLE 138 B SUR"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"15.054,""2019-05-21"",""2:00:00"",""MARTES"",""CHOQUE"",""CALLE 128 SUR # 49-31"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"15.055,""2019-05-21"",""2:15:00"",""MARTES"",""VOLCAMIENTO"",""via caldas angelopolis"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"15.056,""2019-05-23"",""5:00:00"",""JUEVES"",""CHOQUE"",""calle 133 sur # 49-41"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"15.057,""2019-05-23"",""11:23:00"",""JUEVES"",""CHOQUE"",""CARRERA 51 CALLE 130 SUR 39"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"15.058,""2019-05-22"",""3:30:00"",""MIERCOLES"",""CHOQUE"",""km 86+300"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.059,""2019-05-21"",""6:00:00"",""MARTES"",""CHOQUE"",""km 57+400"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.060,""2019-05-23"",""4:50:00"",""JUEVES"",""CHOQUE"",""VIA PINTADA MEDELLIN KM 58+020"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.061,""2019-05-21"",""11:30:00"",""MARTES"",""CHOQUE"",""carrera 48 # 134 sur"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"15.062,""2019-05-24"",""11:30:00"",""VIERNES"",""CHOQUE"",""CARRERA 20 CALLE 140 SUR"",""DAÑOS"",""LOS CEREZOZ"",""INTERSECCION"""
"15.063,""2019-05-25"",""11:30:00"",""SABADO"",""CHOQUE"",""calle 142 sur # 49"",""DAÑOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"15.064,""2019-05-25"",""10:25:00"",""SABADO"",""ATROPELLO"",""CARRERA 50 CALLE 133 SUR 86"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"15.065,""2019-05-26"",""7:30:00"",""DOMINGO"",""ATROPELLO"",""VIA PINTADA MEDELLIN KM 56+400"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.066,""2019-05-26"",""10:00:00"",""DOMINGO"",""CHOQUE"",""LA PINTADA MEDELLIN KM 42+460"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.067,""2019-05-27"",""6:30:00"",""LUNES"",""CHOQUE"",""VIA PINTADA MEDELLIN KM49+740"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.068,""2019-05-29"",""5:25:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 AL FRENTE DEL # 131 SUR 20"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"15.069,""2019-05-29"",""7:30:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 AL FRENTE DEL # 133 SUR 38"",""HERIDOS"",""EL SOCORRO"",""TRAMO DE VIA"""
"15.070,""2019-05-29"",""6:30:00"",""MIERCOLES"",""CHOQUE"",""carrera 54 calle 127 sur"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"15.071,""2019-05-29"",""4:40:00"",""MIERCOLES"",""CHOQUE"",""CALLE 127 SUR # 42-163"",""DAÑOS"",""LA MIEL"",""TRAMO DE VIA"""
"15.072,""2019-05-30"",""5:20:00"",""JUEVES"",""CHOQUE"",""carrera 50 con calle 113 sur"",""DAÑOS"",""LA RAYA"",""INTERSECCION"""
"15.073,""2019-05-31"",""11:25:00"",""VIERNES"",""CHOQUE"",""VIA PINTADA MEDELLIN KM 45+370"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.074,""2019-06-01"",""4:00:00"",""SABADO"",""CHOQUE"",""carrera 50 # 113 sur 101"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"15.075,""2019-06-01"",""8:50:00"",""SABADO"",""ATROPELLO"",""carrera 50 calle 142 a sur"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"15.076,""2019-06-02"",""6:00:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 CALLE 113 SUR"",""HERIDOS"",""POMBAL"",""INTERSECCION"""
"15.077,""2019-06-01"",""5:50:00"",""SABADO"",""CAIDA OCUPANTE"",""CARRERA 50 CON 122 SUR"",""HERIDOS"",""LA INMACULADA"",""INTERSECCION"""
"15.078,""2019-06-01"",""4:50:00"",""SABADO"",""ATROPELLO"",""CALLE 128 SUR CARRERA 46"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"15.079,""2019-06-02"",""2:00:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 CON 124 SUR"",""DAÑOS"",""LAS MARGARITAS"",""TRAMO DE VIA"""
"15.080,""2019-06-03"",""12:30:00"",""LUNES"",""CHOQUE"",""via pintada medellin km 52+150"",""MUERTOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"15.081,""2019-06-06"",""9:50:00"",""JUEVES"",""CHOQUE"",""VEREDA LA VALERIA"",""HERIDOS"",""LA VALERIA"",""TRAMO DE VIA"""
"15.082,""2019-05-31"",""3:20:00"",""VIERNES"",""CHOQUE"",""KM 57+300 VIA PINTADA MEDELIN"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.083,""2019-06-05"",""3:55:00"",""MIERCOLES"",""CHOQUE"",""carrera 50 con 128 sur 53"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"15.084,""2019-06-06"",""9:30:00"",""JUEVES"",""CHOQUE"",""VIA PINTASA MEDELLIN KM 58+000"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.085,""2019-06-07"",""10:20:00"",""VIERNES"",""CHOQUE"",""VIA PINTADA MEDELLIN KM 42+440"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.086,""2019-06-05"",""8:24:00"",""MIERCOLES"",""ATROPELLO"",""CALLE 134 SUR CARRERA 49"",""MUERTOS"",""CENTRO"",""INTERSECCION"""
"15.087,""2019-06-08"",""7:40:00"",""SABADO"",""CHOQUE"",""via la mansa primavera km 94+800"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"15.088,""2019-06-08"",""11:50:00"",""SABADO"",""CHOQUE"",""VEREDA LA TOLVA. RETORNO"",""HERIDOS"",""LA TOLVA"",""TRAMO DE VIA"""
"15.089,""2019-06-08"",""5:00:00"",""SABADO"",""CHOQUE"",""CARRERA 50 CON 140 SUR"",""DAÑOS"",""MANDALAY"",""TRAMO DE VIA"""
"15.091,""2019-06-09"",""2:00:00"",""DOMINGO"",""CHOQUE"",""carrera 50con 131 sur"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"15.092,""2019-06-10"",""3:00:00"",""LUNES"",""ATROPELLO"",""CALLE 139 SUR #50"",""HERIDOS"",""MANDALAY"",""INTERSECCION"""
"15.093,""2019-06-10"",""2:30:00"",""LUNES"",""CHOQUE"",""km 6 via caldas"",""DAÑOS"",""SINIFANA"",""TRAMO DE VIA"""
"15.094,""2019-06-10"",""3:55:00"",""LUNES"",""CHOQUE"",""DIAGONAL 53 # 126 SUR 145"",""HERIDOS"",""LA DOCENA"",""INTERSECCION"""
"15.096,""2019-06-12"",""5:00:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 54 # 122 B SUR 04"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"15.097,""2019-06-14"",""9:15:00"",""VIERNES"",""CHOQUE"",""KM 52+ 300MTS"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"15.098,""2019-06-15"",""10:15:00"",""SABADO"",""CHOQUE"",""carrera 50 calle 127 sur"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"15.099,""2019-06-14"",""3:00:00"",""VIERNES"",""CHOQUE"",""carrera 50 # 127 sur"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"15.100,""2019-06-17"",""5:00:00"",""LUNES"",""CHOQUE"",""carrera  51 # 123 sur 89"",""DAÑOS"",""LAS MARGARITAS"",""TRAMO DE VIA"""
"15.101,""2019-06-17"",""11:40:00"",""LUNES"",""CHOQUE"",""PARQUEADERO LAS ARRIERITAS"",""DAÑOS"",""CENTRO"",""LOTE O PREDIO"""
"15.102,""2019-06-15"",""1:00:00"",""SABADO"",""CHOQUE"",""km 43 + 940 via pintada medellin"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.103,""2019-06-16"",""5:00:00"",""DOMINGO"",""CHOQUE"",""KM 54+200 VIA MEDELLIN-PINTADA"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"15.104,""2019-06-18"",""3:20:00"",""MARTES"",""CHOQUE"",""LA MANSA PRIMAVERA, KM 86+450"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.105,""2019-06-18"",""4:45:00"",""MARTES"",""CHOQUE"",""carrera 48 con calle 127 sur"",""DAÑOS"",""OLAYA HERRERA"",""INTERSECCION"""
"15.106,""2019-06-19"",""9:20:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 DIAGONAL 53"",""HERIDOS"",""LA DOCENA"",""INTERSECCION"""
"15.107,""2019-06-20"",""7:00:00"",""JUEVES"",""VOLCAMIENTO"",""CARRERA 50 # 109 SUR 84"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"15.108,""2019-06-20"",""11:30:00"",""JUEVES"",""CHOQUE"",""cll 140 a sur # 49-30"",""DAÑOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"15.109,""2019-06-24"",""11:50:00"",""LUNES"",""CHOQUE"",""CARRERA 49 # 134 SUR 17"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"15.110,""2019-06-22"",""10:30:00"",""SABADO"",""ATROPELLO"",""CALLE 121 SUR # 48 A 65"",""HERIDOS"",""LA INMACULADA"",""TRAMO DE VIA"""
"15.111,""2019-06-26"",""8:00:00"",""MIERCOLES"",""CHOQUE"",""km 42 + 830 pintada-medellin"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.112,""2019-06-27"",""5:10:00"",""JUEVES"",""CHOQUE"",""carrera 50 # 107 sur 16"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"15.113,""2019-06-28"",""7:30:00"",""VIERNES"",""CHOQUE"",""CARRERA 45 # 135 sur 400"",""DAÑOS"",""LA VARIANTE"",""LOTE O PREDIO"""
"15.114,""2019-06-30"",""3:40:00"",""DOMINGO"",""ATROPELLO"",""KM 47 + 770"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.115,""2019-07-02"",""11:40:00"",""MARTES"",""CHOQUE"",""carrera 57 con 128 b sur"",""DAÑOS"",""LA PLANTA"",""INTERSECCION"""
"15.117,""2019-06-21"",""8:00:00"",""VIERNES"",""CHOQUE"",""KM 58+700"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.118,""2019-06-28"",""9:00:00"",""VIERNES"",""CHOQUE"",""VIA LA MANSA PRIMAVERA KM 94+000"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.119,""2019-06-27"",""8:30:00"",""JUEVES"",""CHOQUE"",""KM43+800"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.120,""2019-06-29"",""9:30:00"",""SABADO"",""CHOQUE"",""via la mansa primavera km 95+050"",""DAÑOS"",""LA VARIANTE"",""INTERSECCION"""
"15.121,""2019-07-02"",""6:00:00"",""MARTES"",""CHOQUE"",""CALLE 145 SUR # 48-90"",""DAÑOS"",""TRICENTENARIO"",""TRAMO DE VIA"""
"15.122,""2019-07-02"",""5:05:00"",""MARTES"",""CHOQUE"",""VIA ANGELÓPOLIS KM 9+746"",""HERIDOS"",""EL RAIZAL"",""TRAMO DE VIA"""
"15.123,""2019-07-01"",""5:00:00"",""LUNES"",""CHOQUE"",""KM 47 + 145"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.124,""2019-07-02"",""2:40:00"",""MARTES"",""CHOQUE"",""KM 45 + 545"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.125,""2019-07-02"",""9:30:00"",""MARTES"",""CHOQUE"",""CALLE 130 SUR CON 53 07"",""DAÑOS"",""PARQUE LA LOCERIA"",""INTERSECCION"""
"15.126,""2019-06-27"",""12:17:00"",""JUEVES"",""CHOQUE"",""carrera 51 # 124A SUR 34"",""DAÑOS"",""LAS MARGARITAS"",""INTERSECCION"""
"15.127,""2019-06-24"",""3:30:00"",""LUNES"",""CHOQUE"",""VIA PINTADA MEDELLIN KM 54+540"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.128,""2019-07-01"",""1:50:00"",""LUNES"",""ATROPELLO"",""KM 56 + 590"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.129,""2019-07-01"",""10:00:00"",""LUNES"",""CHOQUE"",""VIA PINTADA MEDELLIN KM 45 +090"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.130,""2019-07-03"",""12:50:00"",""MIERCOLES"",""CHOQUE"",""carrera 50 # 117 sur 66"",""DAÑOS"",""LA YUNKE"",""TRAMO DE VIA"""
"15.131,""2019-07-03"",""10:30:00"",""MIERCOLES"",""CHOQUE"",""VEREDA LA CORRALA"",""DAÑOS"",""LA CORRALITA"",""TRAMO DE VIA"""
"15.132,""2019-07-03"",""10:45:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 # 128 SUR"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"15.134,""2019-07-03"",""6:40:00"",""MIERCOLES"",""CHOQUE"",""km 56+800 nedellin-caldas"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"15.135,""2019-07-03"",""5:15:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 54 # 135 SUR"",""HERIDOS"",""CRISTO REY"",""INTERSECCION"""
"15.136,""2019-07-04"",""9:10:00"",""JUEVES"",""CHOQUE"",""VEREDA LA CORRALA"",""DAÑOS"",""LA CORRALITA"",""TRAMO DE VIA"""
"15.137,""2019-07-05"",""7:30:00"",""VIERNES"",""ATROPELLO"",""carrera 50 # 138 sur 123"",""HERIDOS"",""BARRIO OBRERO"",""INTERSECCION"""
"15.138,""2019-07-05"",""12:40:00"",""VIERNES"",""CHOQUE"",""VEREDA LA MIEL"",""DAÑOS"",""LA MIEL"",""TRAMO DE VIA"""
"15.139,""2019-07-07"",""12:30:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 # 145 SUR # 14"",""DAÑOS"",""TRICENTENARIO"",""TRAMO DE VIA"""
"15.140,""2019-07-06"",""11:20:00"",""SABADO"",""CHOQUE"",""VIA SINIFANA KM 2 + 400"",""DAÑOS"",""SINIFANA"",""TRAMO DE VIA"""
"15.141,""2019-07-07"",""11:40:00"",""DOMINGO"",""CHOQUE"",""VIA MEDELLIN PINTADA KM 58+700"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.142,""2019-07-07"",""4:00:00"",""DOMINGO"",""CHOQUE"",""via mansa primavera km 94+400"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.143,""2019-07-08"",""8:40:00"",""LUNES"",""CHOQUE"",""via pintada medellin, km 51+275"",""DAÑOS"",""LA SALADA"",""TRAMO DE VIA"""
"15.144,""2019-07-12"",""1:30:00"",""VIERNES"",""CHOQUE"",""carrera 50 calle 108 sur 34"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"15.145,""2019-07-12"",""4:20:00"",""VIERNES"",""CHOQUE"",""via la mansa primavera km 94+800"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.146,""2019-07-13"",""9:00:00"",""SABADO"",""CHOQUE"",""CALLE 135 B SUR # 46-24"",""DAÑOS"",""FELIPE ECHAVARRIA"",""TRAMO DE VIA"""
"15.147,""2019-07-14"",""3:50:00"",""DOMINGO"",""CHOQUE"",""pintada medellin km 44+736"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.148,""2019-07-16"",""11:30:00"",""MARTES"",""CHOQUE"",""PINTADA MEDELLIN KM 48+650"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.149,""2019-07-18"",""9:30:00"",""JUEVES"",""OTRO"",""CARRERA 50 CON 131 SUR"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"15.150,""2019-07-17"",""3:00:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 # 125 SUR 137"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"15.151,""2019-07-13"",""6:50:00"",""SABADO"",""CHOQUE"",""VIA LA MANSA-PRIMAVERA KM 86 + 600"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.152,""2019-07-19"",""4:35:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 CON 123 SUR"",""DAÑOS"",""LA INMACULADA"",""INTERSECCION"""
"15.153,""2019-07-20"",""6:10:00"",""SABADO"",""CHOQUE"",""CARRERA 50 CALLE 134 SUR"",""HERIDOS"",""CRISTO REY"",""INTERSECCION"""
"15.154,""2019-07-20"",""7:25:00"",""SABADO"",""ATROPELLO"",""carrera 49 cl 134 sur"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"15.155,""2019-07-22"",""1:05:00"",""LUNES"",""ATROPELLO"",""CALLE 129 SUR # 48-41"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"15.156,""2019-07-23"",""10:30:00"",""MARTES"",""CHOQUE"",""carrera 50 con calle 142 sur"",""DAÑOS"",""MANDALAY"",""INTERSECCION"""
"15.157,""2019-07-22"",""4:30:00"",""LUNES"",""CHOQUE"",""carrera 50 frente a 117 sur 288"",""DAÑOS"",""LA INMACULADA"",""TRAMO DE VIA"""
"15.158,""2019-07-19"",""4:30:00"",""VIERNES"",""CHOQUE"",""km 88+ 900 la mansa primavera"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"15.159,""2019-07-23"",""7:00:00"",""MARTES"",""CHOQUE"",""DIAGONAL 53 CL 127 SUR 21"",""HERIDOS"",""LA DOCENA"",""TRAMO DE VIA"""
"15.160,""2019-07-24"",""11:45:00"",""MIERCOLES"",""CHOQUE"",""calle 132 sur # frente 51-62"",""DAÑOS"",""EL SOCORRO"",""TRAMO DE VIA"""
"15.161,""2019-07-25"",""4:00:00"",""JUEVES"",""CHOQUE"",""KM 55+500 MEDELLIN PINTADA"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.162,""2019-07-26"",""3:25:00"",""VIERNES"",""CHOQUE"",""CALLE 127 SUR CON 44"",""DAÑOS"",""ANDA LUCIA"",""TRAMO DE VIA"""
"15.163,""2019-07-29"",""1:10:00"",""LUNES"",""CHOQUE"",""CALLE 130 SUR # 57-21"",""DAÑOS"",""LA CHUSCALA"",""TRAMO DE VIA"""
"15.164,""2019-07-31"",""5:00:00"",""MIERCOLES"",""CHOQUE"",""PARQUEADERO ARRIERITAS"",""DAÑOS"",""PRIMAVERA"",""LOTE O PREDIO"""
"15.165,""2019-07-31"",""2:20:00"",""MIERCOLES"",""CHOQUE"",""carrera 50 con 136"",""HERIDOS"",""CRISTO REY"",""INTERSECCION"""
"15.166,""2019-07-31"",""1:05:00"",""MIERCOLES"",""CHOQUE"",""PINTADA MEDELLIN KM 54+250"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"15.167,""2019-07-31"",""7:35:00"",""MIERCOLES"",""CHOQUE"",""VIA MEDELLIN LA PINTADA KM 44+178"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
